Bookmaker,Market,Context,Stat,Label,Side,Line,Odds,Implied,n,mu_emp,s2_emp,mu_prior,s2_prior,mu_post,s2_post,Model,p_final,Fair_Odds,EV_pct,Expr,Source,Params
Bet365,CORNERS,Both Teams Combined,Corners,16 Corners,Over,16.0,13.0,0.07692307692307693,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.06806540294909003,14.691751707515149,-11.514976166182967,P(Over 16) = P(X ≥ 17) = 1-CDF(16),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,16 Corners,Exactly,16.0,19.0,0.05263157894736842,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.033442877871370805,29.901732854637565,-36.458532044395476,P(Exactly 16) = PMF(16),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,16 Corners,Under,16.0,1.071,0.9337068160597572,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.8984917191795392,1.112976312027843,-3.771536875871362,P(Under 16) = P(X ≤ 15) = CDF(15),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,17 Corners,Over,17.0,17.0,0.058823529411764705,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.044396048070773686,22.524527372478204,-24.526718279684733,P(Over 17) = P(X ≥ 18) = 1-CDF(17),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,17 Corners,Exactly,17.0,23.0,0.043478260869565216,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.023669354878316475,42.24872224616908,-45.56048377987211,P(Exactly 17) = PMF(17),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,17 Corners,Under,17.0,1.04,0.9615384615384615,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.93193459705091,1.0730366735653787,-3.078801906705364,P(Under 17) = P(X ≤ 16) = CDF(16),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,18 Corners,Over,18.0,21.0,0.047619047619047616,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.028209136230503695,35.449507983114316,-40.76081391594224,P(Over 18) = P(X ≥ 19) = 1-CDF(18),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,18 Corners,Exactly,18.0,29.0,0.034482758620689655,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.016186911840269918,61.7783064408983,-53.057955663217236,P(Exactly 18) = PMF(18),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,18 Corners,Under,18.0,1.02,0.9803921568627451,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.9556039519292263,1.0464586275319858,-2.52839690321891,P(Under 18) = P(X ≤ 17) = CDF(17),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CARDS,Both Teams Combined,Yellow Card,1 Cards,Over,1.0,1.062,0.9416195856873822,15,4.733333333333333,4.6380952380952385,4.4,3.708045977011494,4.6173913043478265,4.627391304347826,NegBin,0.9443297315462204,1.058952150497927,0.28781749020860836,P(Over 1) = P(X ≥ 2) = 1-CDF(1),Match from hull-city home rows only,"{'n_nb': 2132.030245746738, 'p_nb': np.float64(0.9978389551818097)}"
Bet365,CARDS,Both Teams Combined,Yellow Card,1 Cards,Exactly,1.0,12.0,0.08333333333333333,15,4.733333333333333,4.6380952380952385,4.4,3.708045977011494,4.6173913043478265,4.627391304347826,NegBin,0.04574229109600657,21.86160719193409,-45.10925068479212,P(Exactly 1) = PMF(1),Match from hull-city home rows only,"{'n_nb': 2132.030245746738, 'p_nb': np.float64(0.9978389551818097)}"
Bet365,CARDS,Both Teams Combined,Yellow Card,1 Cards,Under,1.0,21.0,0.047619047619047616,15,4.733333333333333,4.6380952380952385,4.4,3.708045977011494,4.6173913043478265,4.627391304347826,NegBin,0.009927977357773026,100.72545131431615,-79.15124754867664,P(Under 1) = P(X ≤ 0) = CDF(0),Match from hull-city home rows only,"{'n_nb': 2132.030245746738, 'p_nb': np.float64(0.9978389551818097)}"
Bet365,CARDS,Both Teams Combined,Yellow Card,2 Cards,Over,2.0,1.2,0.8333333333333334,15,4.733333333333333,4.6380952380952385,4.4,3.708045977011494,4.6173913043478265,4.627391304347826,NegBin,0.8389034946015964,1.1920322259176068,0.6684193521915738,P(Over 2) = P(X ≥ 3) = 1-CDF(2),Match from hull-city home rows only,"{'n_nb': 2132.030245746738, 'p_nb': np.float64(0.9978389551818097)}"
Bet365,CARDS,Both Teams Combined,Yellow Card,2 Cards,Exactly,2.0,7.0,0.14285714285714285,15,4.733333333333333,4.6380952380952385,4.4,3.708045977011494,4.6173913043478265,4.627391304347826,NegBin,0.10542623694462391,9.485304882173297,-26.201634138763264,P(Exactly 2) = PMF(2),Match from hull-city home rows only,"{'n_nb': 2132.030245746738, 'p_nb': np.float64(0.9978389551818097)}"
Bet365,CARDS,Both Teams Combined,Yellow Card,2 Cards,Under,2.0,10.0,0.1,15,4.733333333333333,4.6380952380952385,4.4,3.708045977011494,4.6173913043478265,4.627391304347826,NegBin,0.0556702684537796,17.962909606413213,-44.329731546220394,P(Under 2) = P(X ≤ 1) = CDF(1),Match from hull-city home rows only,"{'n_nb': 2132.030245746738, 'p_nb': np.float64(0.9978389551818097)}"
